103;111;78;104;land;false;unknown;0
104;119;84;135;land;false;unknown;0
105;79;115;179;land;false;unknown;0
106;89;87;174;land;false;unknown;0
107;102;86;97;land;false;unknown;0
108;77;117;155;land;false;unknown;0
109;106;82;126;land;false;unknown;0
110;115;75;87;land;false;unknown;0
111;83;112;201;land;false;unknown;0
112;80;87;140;land;false;unknown;0
113;75;137;189;land;false;unknown;0
114;75;119;204;land;false;unknown;0
115;122;70;123;land;false;unknown;0
116;83;149;199;land;false;unknown;0
117;76;104;142;land;false;unknown;0
118;73;71;177;land;false;unknown;0
119;113;74;135;land;false;unknown;0
120;73;87;198;land;false;unknown;0
121;129;86;131;land;false;unknown;0
122;85;135;204;land;false;unknown;0
123;134;70;95;land;false;unknown;0
124;75;142;216;land;false;unknown;0
125;77;115;145;land;false;unknown;0
126;83;85;179;land;false;unknown;0
127;103;72;109;land;false;unknown;0
128;103;86;123;land;false;unknown;0
129;71;70;71;land;false;unknown;0
130;79;132;187;land;false;unknown;0
131;78;92;111;land;false;unknown;0
132;110;70;95;land;false;unknown;0
133;86;94;129;land;false;unknown;0
134;77;112;165;land;false;unknown;0
135;111;86;127;land;false;unknown;0
136;129;80;126;land;false;unknown;0
137;73;133;194;land;false;unknown;0
138;76;76;119;land;false;unknown;0
139;83;76;136;land;false;unknown;0
140;71;134;194;land;false;unknown;0
141;104;84;109;land;false;unknown;0
142;87;81;172;land;false;unknown;0
143;76;81;94;land;false;unknown;0
144;72;86;96;land;false;unknown;0
145;77;96;209;land;false;unknown;0
146;78;151;202;land;false;unknown;0
147;79;127;219;land;false;unknown;0
148;104;84;137;land;false;unknown;0
149;81;129;215;land;false;unknown;0
150;137;76;119;land;false;unknown;0
151;85;119;200;land;false;unknown;0
152;81;96;194;land;false;unknown;0
153;87;90;190;land;false;unknown;0
154;75;71;190;land;false;unknown;0
155;129;84;143;land;false;unknown;0
156;84;72;79;land;false;unknown;0
157;74;78;102;land;false;unknown;0
158;72;118;126;land;false;unknown;0
159;81;107;206;land;false;unknown;0
160;83;99;174;land;false;unknown;0
161;82;97;123;land;false;unknown;0
162;111;76;107;land;false;unknown;0
163;96;70;119;land;false;unknown;0
164;72;136;176;land;false;unknown;0
165;82;156;208;land;false;unknown;0
166;100;76;100;land;false;unknown;0
167;85;94;188;land;false;unknown;0
168;72;82;125;land;false;unknown;0
169;105;84;103;land;false;unknown;0
170;76;149;182;land;false;unknown;0
171;83;115;155;land;false;unknown;0
172;80;87;120;land;false;unknown;0
173;129;76;112;land;false;unknown;0
174;73;102;161;land;false;unknown;0
175;83;141;218;land;false;unknown;0
176;118;82;120;land;false;unknown;0
177;71;130;203;land;false;unknown;0
178;119;74;125;land;false;unknown;0
179;71;135;182;land;false;unknown;0
180;73;117;203;land;false;unknown;0
181;85;160;213;land;false;unknown;0
182;130;80;103;land;false;unknown;0
183;116;70;105;land;false;unknown;0
184;82;152;194;land;false;unknown;0
185;93;77;77;land;false;unknown;0
186;72;76;140;land;false;unknown;0
187;108;72;105;land;false;unknown;0
188;143;72;140;land;false;unknown;0
189;75;136;183;land;false;unknown;0
190;92;72;114;land;false;unknown;0
191;111;74;103;land;false;unknown;0
192;119;71;86;land;false;unknown;0
193;123;70;130;land;false;unknown;0
194;81;100;208;land;false;unknown;0
195;96;80;142;land;false;unknown;0
196;75;118;197;land;false;unknown;0
197;74;160;202;land;false;unknown;0
198;112;84;112;land;false;unknown;0
199;132;70;130;land;false;unknown;0
200;77;114;139;land;false;unknown;0
201;79;123;213;land;false;unknown;0
202;77;86;175;land;false;unknown;0
203;75;94;154;land;false;unknown;0
204;93;80;141;land;false;unknown;0
205;119;75;92;land;false;unknown;0
206;135;74;127;land;false;unknown;0
207;87;107;198;land;false;unknown;0
208;83;137;180;land;false;unknown;0
209;88;72;92;land;false;unknown;0
210;70;76;137;land;false;unknown;0
211;75;91;151;land;false;unknown;0
212;111;74;92;land;false;unknown;0
213;79;101;181;land;false;unknown;0
214;75;140;189;land;false;unknown;0
215;71;128;169;land;false;unknown;0
216;77;79;150;land;false;unknown;0
217;87;116;185;land;false;unknown;0
218;77;134;165;land;false;unknown;0
219;122;86;121;land;false;unknown;0
220;111;82;112;land;false;unknown;0
221;87;106;201;land;false;unknown;0
222;75;102;153;land;false;unknown;0
223;76;71;179;land;false;unknown;0
224;78;83;139;land;false;unknown;0
225;83;124;209;land;false;unknown;0
226;71;126;213;land;false;unknown;0
227;71;94;99;land;false;unknown;0
228;77;102;208;land;false;unknown;0
229;73;161;199;land;false;unknown;0
230;86;118;144;land;false;unknown;0
231;125;73;100;land;false;unknown;0
232;112;76;107;land;false;unknown;0
233;112;78;117;land;false;unknown;0
234;128;72;134;land;false;unknown;0
235;91;86;132;land;false;unknown;0
236;77;89;191;land;false;unknown;0
237;72;86;125;land;false;unknown;0
238;78;90;111;land;false;unknown;0
239;82;102;134;land;false;unknown;0
240;73;117;192;land;false;unknown;0
241;80;79;161;land;false;unknown;0
242;75;93;194;land;false;unknown;0
243;84;79;153;land;false;unknown;0
244;79;78;132;land;false;unknown;0
245;71;116;188;land;false;unknown;0
246;72;89;127;land;false;unknown;0
247;79;100;148;land;false;unknown;0
248;73;148;177;land;false;unknown;0
249;118;80;104;land;false;unknown;0
250;83;146;214;land;false;unknown;0
251;90;76;89;land;false;unknown;0
252;80;89;117;land;false;unknown;0
253;79;92;148;land;false;unknown;0
254;79;92;158;land;false;unknown;0
255;82;91;123;land;false;unknown;0
256;77;112;175;land;false;unknown;0
257;123;78;113;land;false;unknown;0
258;81;142;198;land;false;unknown;0
259;134;86;132;land;false;unknown;0
260;89;83;156;land;false;unknown;0
261;84;70;133;land;false;unknown;0
262;79;93;161;land;false;unknown;0
263;136;74;98;land;false;unknown;0
264;100;74;118;land;false;unknown;0
265;88;86;125;land;false;unknown;0
266;75;117;166;land;false;unknown;0
267;80;109;135;land;false;unknown;0
268;83;107;151;land;false;unknown;0
269;114;80;110;land;false;unknown;0
270;73;120;191;land;false;unknown;0
271;85;125;200;land;false;unknown;0
272;93;70;135;land;false;unknown;0
273;83;153;217;land;false;unknown;0
274;81;112;179;land;false;unknown;0
275;102;86;104;land;false;unknown;0
276;84;143;180;land;false;unknown;0
277;87;140;196;land;false;unknown;0
278;83;79;170;land;false;unknown;0
279;77;121;217;land;false;unknown;0
280;73;118;171;land;false;unknown;0
281;81;118;217;land;false;unknown;0
282;118;74;136;land;false;unknown;0
283;87;118;156;land;false;unknown;0
284;83;109;165;land;false;unknown;0
285;83;127;151;land;false;unknown;0
286;84;74;88;land;false;unknown;0
287;72;71;194;land;false;unknown;0
288;76;74;121;land;false;unknown;0
289;72;126;140;land;false;unknown;0
290;81;99;200;land;false;unknown;0
291;72;158;218;land;false;unknown;0
292;87;97;178;land;false;unknown;0
293;80;95;125;land;false;unknown;0
294;75;103;209;land;false;unknown;0
295;77;147;198;land;false;unknown;0
296;74;102;104;land;false;unknown;0
297;84;77;180;land;false;unknown;0
298;79;128;167;land;false;unknown;0
299;85;91;171;land;false;unknown;0
300;81;79;155;land;false;unknown;0
301;73;81;146;land;false;unknown;0
302;83;109;188;land;false;unknown;0
303;117;70;102;land;false;unknown;0
304;79;129;214;land;false;unknown;0
305;78;92;103;land;false;unknown;0
306;81;109;162;land;false;unknown;0
307;73;111;164;land;false;unknown;0
308;78;104;127;land;false;unknown;0
309;120;80;105;land;false;unknown;0
310;75;88;192;land;false;unknown;0
311;113;76;130;land;false;unknown;0
312;126;80;132;land;false;unknown;0
313;84;80;99;land;false;unknown;0
314;88;74;92;land;false;unknown;0
315;77;74;91;land;false;unknown;0
316;96;84;133;land;false;unknown;0
317;83;112;210;land;false;unknown;0
318;89;83;175;land;false;unknown;0
319;77;106;210;land;false;unknown;0
320;73;104;200;land;false;unknown;0
321;83;86;172;land;false;unknown;0
322;79;99;180;land;false;unknown;0
323;79;103;185;land;false;unknown;0
324;78;74;128;land;false;unknown;0
325;80;81;92;land;false;unknown;0
326;70;105;110;land;false;unknown;0
327;80;99;139;land;false;unknown;0
328;82;85;109;land;false;unknown;0
329;75;122;208;land;false;unknown;0
330;86;94;144;land;false;unknown;0
331;81;130;203;land;false;unknown;0
332;141;77;111;land;false;unknown;0
333;85;113;161;land;false;unknown;0
334;96;76;133;land;false;unknown;0
335;74;93;110;land;false;unknown;0
336;70;156;188;land;false;unknown;0
337;77;92;147;land;false;unknown;0
338;103;70;94;land;false;unknown;0
339;144;86;130;land;false;unknown;0
340;109;78;97;land;false;unknown;0
341;77;119;145;land;false;unknown;0
342;103;78;96;land;false;unknown;0
343;83;118;148;land;false;unknown;0
344;71;86;194;land;false;unknown;0
345;93;72;112;land;false;unknown;0
346;79;110;127;land;false;unknown;0
347;71;82;173;land;false;unknown;0
348;83;146;206;land;false;unknown;0
349;71;150;193;land;false;unknown;0
350;104;70;84;land;false;unknown;0
351;85;127;157;land;false;unknown;0
352;77;95;193;land;false;unknown;0
353;71;72;174;land;false;unknown;0
354;87;122;199;land;false;unknown;0
355;136;72;103;land;false;unknown;0
356;72;73;133;land;false;unknown;0
357;75;82;163;land;false;unknown;0
358;74;85;96;land;false;unknown;0
359;71;112;188;land;false;unknown;0
360;72;88;114;land;false;unknown;0
361;83;87;146;land;false;unknown;0
362;130;86;124;land;false;unknown;0
363;74;108;132;land;false;unknown;0
364;75;169;219;land;false;unknown;0
365;89;76;108;land;false;unknown;0
366;113;70;98;land;false;unknown;0
367;110;80;104;land;false;unknown;0
368;105;80;98;land;false;unknown;0
369;84;82;102;land;false;unknown;0
370;75;113;139;land;false;unknown;0
371;83;125;180;land;false;unknown;0
372;92;75;149;land;false;unknown;0
373;79;72;128;land;false;unknown;0
374;81;87;89;land;false;unknown;0
375;104;74;118;land;false;unknown;0
376;137;72;127;land;false;unknown;0
377;87;142;199;land;false;unknown;0
378;74;73;162;land;false;unknown;0
379;100;78;111;land;false;unknown;0
380;79;119;195;land;false;unknown;0
381;79;117;135;land;false;unknown;0
382;79;147;195;land;false;unknown;0
383;76;128;150;land;false;unknown;0
384;71;107;163;land;false;unknown;0
385;133;82;133;land;false;unknown;0
386;73;107;183;land;false;unknown;0
387;80;102;124;land;false;unknown;0
388;87;70;131;land;false;unknown;0
389;84;78;140;land;false;unknown;0
390;81;138;193;land;false;unknown;0
391;120;86;138;land;false;unknown;0
392;72;82;106;land;false;unknown;0
393;75;113;153;land;false;unknown;0
394;73;102;190;land;false;unknown;0
395;74;104;108;land;false;unknown;0
396;111;74;128;land;false;unknown;0
397;83;121;159;land;false;unknown;0
398;82;155;202;land;false;unknown;0
399;84;79;172;land;false;unknown;0
400;86;81;169;land;false;unknown;0
401;72;96;140;land;false;unknown;0
402;120;76;92;land;false;unknown;0
403;93;82;98;land;false;unknown;0
404;126;86;128;land;false;unknown;0
405;77;85;150;land;false;unknown;0
406;73;104;158;land;false;unknown;0
407;128;72;101;land;false;unknown;0
408;77;100;191;land;false;unknown;0
409;71;113;127;land;false;unknown;0
410;121;84;129;land;false;unknown;0
411;75;78;153;land;false;unknown;0
412;78;72;86;land;false;unknown;0
413;74;104;131;land;false;unknown;0
414;87;99;182;land;false;unknown;0
415;81;106;213;land;false;unknown;0
416;106;78;120;land;false;unknown;0
417;78;79;113;land;false;unknown;0
418;70;116;142;land;false;unknown;0
419;103;86;103;land;false;unknown;0
420;114;78;121;land;false;unknown;0
421;71;92;180;land;false;unknown;0
422;99;80;111;land;false;unknown;0
423;73;99;192;land;false;unknown;0
424;82;86;144;land;false;unknown;0
425;79;109;185;land;false;unknown;0
426;101;75;146;land;false;unknown;0
427;83;120;141;land;false;unknown;0
428;84;93;102;land;false;unknown;0
429;81;147;215;land;false;unknown;0
430;110;70;85;land;false;unknown;0
431;83;93;203;land;false;unknown;0
432;135;80;131;land;false;unknown;0
433;70;84;95;land;false;unknown;0
434;79;117;218;land;false;unknown;0
435;142;72;121;land;false;unknown;0
436;74;94;98;land;false;unknown;0
437;73;104;201;land;false;unknown;0
438;71;103;172;land;false;unknown;0
439;143;72;118;land;false;unknown;0
440;132;72;134;land;false;unknown;0
441;78;105;143;land;false;unknown;0
442;94;84;122;land;false;unknown;0
443;77;92;191;land;false;unknown;0
444;71;85;172;land;false;unknown;0
445;75;145;205;land;false;unknown;0
446;137;78;113;land;false;unknown;0
447;121;82;112;land;false;unknown;0
448;87;110;191;land;false;unknown;0
449;97;76;126;land;false;unknown;0
450;109;72;105;land;false;unknown;0
451;87;95;159;land;false;unknown;0
452;107;76;105;land;false;unknown;0
453;86;114;140;land;false;unknown;0
454;74;89;106;land;false;unknown;0
455;75;139;218;land;false;unknown;0
456;111;85;99;land;false;unknown;0
457;76;76;95;land;false;unknown;0
458;75;77;157;land;false;unknown;0
459;86;74;113;land;false;unknown;0
460;72;73;89;land;false;unknown;0
461;140;80;115;land;false;unknown;0
462;125;72;126;land;false;unknown;0
463;86;84;77;land;false;unknown;0
464;70;97;106;land;false;unknown;0
465;83;145;218;land;false;unknown;0
466;73;155;211;land;false;unknown;0
467;135;80;127;land;false;unknown;0
468;75;106;206;land;false;unknown;0
469;122;84;106;land;false;unknown;0
470;70;144;168;land;false;unknown;0
471;74;92;126;land;false;unknown;0
472;105;72;117;land;false;unknown;0
473;100;72;110;land;false;unknown;0
474;132;72;138;land;false;unknown;0
475;71;103;107;land;false;unknown;0
476;78;113;139;land;false;unknown;0
477;75;140;198;land;false;unknown;0
478;73;90;180;land;false;unknown;0
479;99;80;139;land;false;unknown;0
480;81;147;210;land;false;unknown;0
481;109;72;142;land;false;unknown;0
482;78;82;101;land;false;unknown;0
483;87;72;131;land;false;unknown;0
484;84;104;136;land;false;unknown;0
485;77;91;95;land;false;unknown;0
486;135;80;115;land;false;unknown;0
487;122;72;139;land;false;unknown;0
488;74;132;158;land;false;unknown;0
489;86;76;143;land;false;unknown;0
490;71;113;153;land;false;unknown;0
491;70;88;108;land;false;unknown;0
492;116;74;141;land;false;unknown;0
493;73;101;170;land;false;unknown;0
494;82;77;167;land;false;unknown;0
495;94;82;124;land;false;unknown;0
496;120;78;104;land;false;unknown;0
497;75;145;218;land;false;unknown;0
498;71;123;185;land;false;unknown;0
499;81;108;166;land;false;unknown;0
500;76;75;174;land;false;unknown;0
501;139;71;108;land;false;unknown;0
502;116;129;123;land;false;unknown;0
503;81;79;170;land;false;unknown;0
504;72;99;142;land;false;unknown;0
505;120;70;143;land;false;unknown;0
506;85;112;165;land;false;unknown;0
507;115;115;104;land;false;unknown;0
508;109;72;137;land;false;unknown;0
509;75;89;188;land;false;unknown;0
510;73;76;153;land;false;unknown;0
511;71;83;106;land;false;unknown;0
512;141;80;125;land;false;unknown;0
513;129;78;129;land;false;unknown;0
514;91;84;111;land;false;unknown;0
515;192;181;105;land;false;unknown;0
516;114;82;140;land;false;unknown;0
517;87;99;163;land;false;unknown;0
518;121;124;104;land;false;unknown;0
519;90;86;124;land;false;unknown;0
520;87;121;192;land;false;unknown;0
521;76;72;74;land;false;unknown;0
522;75;108;208;land;false;unknown;0
523;71;135;171;land;false;unknown;0
524;78;74;113;land;false;unknown;0
525;72;100;134;land;false;unknown;0
526;79;90;145;land;false;unknown;0
527;124;74;137;land;false;unknown;0
528;85;145;205;land;false;unknown;0
529;86;93;99;land;false;unknown;0
530;89;82;138;land;false;unknown;0
531;77;109;212;land;false;unknown;0
532;80;77;186;land;false;unknown;0
533;70;110;141;land;false;unknown;0
534;84;84;109;land;false;unknown;0
535;95;80;94;land;false;unknown;0
536;80;91;92;land;false;unknown;0
537;198;201;101;land;false;unknown;0
538;196;172;112;land;false;unknown;0
539;149;195;101;land;false;unknown;0
540;74;104;137;land;false;unknown;0
541;85;87;166;land;false;unknown;0
542;74;91;114;land;false;unknown;0
543;74;76;72;land;false;unknown;0
544;77;90;149;land;false;unknown;0
545;109;84;140;land;false;unknown;0
546;79;124;216;land;false;unknown;0
547;123;136;100;land;false;unknown;0
548;84;72;124;land;false;unknown;0
549;114;72;96;land;false;unknown;0
550;71;112;133;land;false;unknown;0
551;130;86;126;land;false;unknown;0
552;107;80;103;land;false;unknown;0
553;77;111;163;land;false;unknown;0
554;74;87;130;land;false;unknown;0
555;96;83;152;land;false;unknown;0
556;100;72;143;land;false;unknown;0
557;123;84;114;land;false;unknown;0
558;79;135;175;land;false;unknown;0
559;81;104;159;land;false;unknown;0
560;81;147;211;land;false;unknown;0
561;70;126;164;land;false;unknown;0
562;94;81;166;land;false;unknown;0
563;133;172;114;land;false;unknown;0
564;87;125;168;land;false;unknown;0
565;78;144;182;land;false;unknown;0
566;73;105;141;land;false;unknown;0
567;73;84;187;land;false;unknown;0
568;85;106;188;land;false;unknown;0
569;81;119;202;land;false;unknown;0
570;85;91;147;land;false;unknown;0
571;109;125;122;land;false;unknown;0
572;85;73;154;land;false;unknown;0
573;123;80;134;land;false;unknown;0
574;145;160;100;land;false;unknown;0
575;156;191;115;land;false;unknown;0
576;81;129;176;land;false;unknown;0
577;85;92;173;land;false;unknown;0
578;90;82;124;land;false;unknown;0
579;106;72;121;land;false;unknown;0
580;77;86;165;land;false;unknown;0
581;77;96;151;land;false;unknown;0
582;166;152;100;land;false;unknown;0
583;84;101;140;land;false;unknown;0
584;104;86;135;land;false;unknown;0
585;70;134;154;land;false;unknown;0
586;70;113;134;land;false;unknown;0
587;72;78;144;land;false;unknown;0
588;75;80;164;land;false;unknown;0
589;178;195;113;land;false;unknown;0
590;78;161;208;land;false;unknown;0
591;70;85;131;land;false;unknown;0
592;82;100;140;land;false;unknown;0
593;83;111;209;land;false;unknown;0
594;97;80;142;land;false;unknown;0
595;76;145;192;land;false;unknown;0
596;75;118;154;land;false;unknown;0
597;81;146;189;land;false;unknown;0
598;120;84;107;land;false;unknown;0
599;94;80;108;land;false;unknown;0
600;71;74;184;land;false;unknown;0
601;102;165;108;land;false;unknown;0
602;74;105;144;land;false;unknown;0
603;115;76;106;land;false;unknown;0
604;188;172;105;land;false;unknown;0
605;72;96;120;land;false;unknown;0
606;126;84;113;land;false;unknown;0
607;129;72;128;land;false;unknown;0
608;92;86;139;land;false;unknown;0
609;116;72;116;land;false;unknown;0
610;75;137;190;land;false;unknown;0
611;72;76;97;land;false;unknown;0
612;76;105;118;land;false;unknown;0
613;81;139;177;land;false;unknown;0
614;124;167;112;land;false;unknown;0
615;84;88;99;land;false;unknown;0
616;169;159;108;land;false;unknown;0
617;165;156;108;land;false;unknown;0
618;130;139;114;land;false;unknown;0
619;130;70;97;land;false;unknown;0
620;77;125;187;land;false;unknown;0
621;93;72;94;land;false;unknown;0
622;121;159;100;land;false;unknown;0
623;81;71;74;land;false;unknown;0
624;81;111;216;land;false;unknown;0
625;71;114;149;land;false;unknown;0
626;117;130;102;land;false;unknown;0
627;167;209;105;land;false;unknown;0
628;76;90;118;land;false;unknown;0
629;79;99;155;land;false;unknown;0
630;76;81;107;land;false;unknown;0
631;77;87;178;land;false;unknown;0
632;77;127;177;land;false;unknown;0
633;71;142;199;land;false;unknown;0
634;92;79;167;land;false;unknown;0
635;119;71;88;land;false;unknown;0
636;120;72;144;land;false;unknown;0
637;140;158;110;land;false;unknown;0
638;78;92;98;land;false;unknown;0
639;102;160;112;land;false;unknown;0
640;245;246;109;land;false;unknown;0
641;77;90;204;land;false;unknown;0
642;82;113;142;land;false;unknown;0
643;72;70;85;land;false;unknown;0
644;83;131;183;land;false;unknown;0
645;86;82;139;land;false;unknown;0
646;133;146;102;land;false;unknown;0
647;106;166;123;land;false;unknown;0
648;107;72;117;land;false;unknown;0
649;76;93;116;land;false;unknown;0
650;100;72;76;land;false;unknown;0
651;93;82;103;land;false;unknown;0
652;81;81;186;land;false;unknown;0
653;89;81;172;land;false;unknown;0
654;79;122;177;land;false;unknown;0
655;80;72;124;land;false;unknown;0
656;101;76;113;land;false;unknown;0
657;84;88;126;land;false;unknown;0
658;79;106;153;land;false;unknown;0
659;132;146;100;land;false;unknown;0
660;73;120;135;land;false;unknown;0
661;88;84;94;land;false;unknown;0
662;117;78;139;land;false;unknown;0
663;77;86;157;land;false;unknown;0
664;75;127;199;land;false;unknown;0
665;79;91;179;land;false;unknown;0
666;71;107;131;land;false;unknown;0
667;77;101;150;land;false;unknown;0
668;131;74;134;land;false;unknown;0
669;83;117;193;land;false;unknown;0
670;71;79;157;land;false;unknown;0
671;80;86;109;land;false;unknown;0
672;132;82;115;land;false;unknown;0
673;71;137;192;land;false;unknown;0
674;95;77;150;land;false;unknown;0
675;83;131;193;land;false;unknown;0
676;80;91;144;land;false;unknown;0
677;76;149;186;land;false;unknown;0
678;73;80;204;land;false;unknown;0
679;75;97;147;land;false;unknown;0
680;71;153;215;land;false;unknown;0
681;79;127;195;land;false;unknown;0
682;72;123;136;land;false;unknown;0
683;72;80;86;land;false;unknown;0
684;79;113;146;land;false;unknown;0
685;79;96;207;land;false;unknown;0
686;73;100;205;land;false;unknown;0
687;95;72;122;land;false;unknown;0
688;86;78;126;land;false;unknown;0
689;75;88;183;land;false;unknown;0
690;70;86;98;land;false;unknown;0
691;85;150;198;land;false;unknown;0
692;104;82;101;land;false;unknown;0
693;79;141;190;land;false;unknown;0
694;81;99;201;land;false;unknown;0
695;74;92;122;land;false;unknown;0
696;83;70;107;land;false;unknown;0
697;71;125;192;land;false;unknown;0
698;87;98;146;land;false;unknown;0
699;83;122;187;land;false;unknown;0
700;82;70;98;land;false;unknown;0
701;85;121;153;land;false;unknown;0
702;81;116;193;land;false;unknown;0
703;77;94;167;land;false;unknown;0
704;77;98;151;land;false;unknown;0
705;73;87;174;land;false;unknown;0
706;79;71;71;land;false;unknown;0
707;135;84;125;land;false;unknown;0
708;84;98;141;land;false;unknown;0
709;110;168;132;land;false;unknown;0
710;122;144;106;land;false;unknown;0
711;83;94;205;land;false;unknown;0
712;81;92;95;land;false;unknown;0
713;95;82;122;land;false;unknown;0
714;78;72;114;land;false;unknown;0
715;233;231;105;land;false;unknown;0
716;73;118;180;land;false;unknown;0
717;71;117;166;land;false;unknown;0
718;71;132;188;land;false;unknown;0
719;75;126;187;land;false;unknown;0
720;85;105;214;land;false;unknown;0
721;95;73;79;land;false;unknown;0
722;113;79;96;land;false;unknown;0
723;82;94;140;land;false;unknown;0
724;83;126;190;land;false;unknown;0
725;76;102;144;land;false;unknown;0
726;73;119;188;land;false;unknown;0
727;143;134;102;land;false;unknown;0
728;77;80;81;land;false;unknown;0
729;131;70;140;land;false;unknown;0
730;79;97;179;land;false;unknown;0
731;242;219;113;land;false;unknown;0
732;77;91;153;land;false;unknown;0
733;89;73;77;land;false;unknown;0
734;73;119;160;land;false;unknown;0
735;73;103;188;land;false;unknown;0
736;185;185;103;land;false;unknown;0
737;87;124;171;land;false;unknown;0
738;164;158;108;land;false;unknown;0
739;114;163;108;land;false;unknown;0
740;82;74;116;land;false;unknown;0
741;76;122;138;land;false;unknown;0
742;75;77;191;land;false;unknown;0
743;78;84;112;land;false;unknown;0
744;85;117;175;land;false;unknown;0
745;164;160;105;land;false;unknown;0
746;77;139;197;land;false;unknown;0
747;77;90;194;land;false;unknown;0
748;99;80;144;land;false;unknown;0
749;83;105;194;land;false;unknown;0
750;75;127;177;land;false;unknown;0
751;237;228;105;land;false;unknown;0
752;114;174;119;land;false;unknown;0
753;72;157;216;land;false;unknown;0
754;111;70;125;land;false;unknown;0
755;164;202;111;land;false;unknown;0
756;79;95;180;land;false;unknown;0
757;173;186;113;land;false;unknown;0
758;227;215;113;land;false;unknown;0
759;129;146;112;land;false;unknown;0
760;120;116;102;land;false;unknown;0
761;105;72;113;land;false;unknown;0
762;87;75;161;land;false;unknown;0
763;108;131;110;land;false;unknown;0
764;74;86;123;land;false;unknown;0
765;77;97;212;land;false;unknown;0
766;184;216;115;land;false;unknown;0
767;94;80;118;land;false;unknown;0
768;241;237;105;land;false;unknown;0
769;90;84;141;land;false;unknown;0
770;75;124;202;land;false;unknown;0
771;228;211;115;land;false;unknown;0
772;74;154;206;land;false;unknown;0
773;179;212;109;land;false;unknown;0
774;249;247;103;land;false;unknown;0
775;75;124;208;land;false;unknown;0
776;148;152;104;land;false;unknown;0
